Service,Subservice,Area Of Service ,Provinsi,Kab/Kota (Edit),Clnt Id,Clnt Name,Appl Id,Request Reference,Status Simf,Channel,Freq,Freq_Pair,Bwidth,Erp Pwr Dbm,Curr Lic Num,Site Id,Stn Name,Stn Addr,Sid Lat,Sid Long,License Date ,Validity Date ,Ap Id,Tcs Id,Efl Id,Stasiun Lawan,Kab/Kota,NAMA UNIT PELAKSANA TEKNIS,Pita,Band,Link ID
Land Mobile (private),Standard,"JL JENDRAL SUDIRMAN, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",35078082019,742292,Granted,,351.55,356.55,16,45.9794,02136487-000SU/2620192024,1,BS. ULP PRAYA,JL JENDRAL SUDIRMAN,-8.70797222,116.2721778,28-Aug-19,27-Aug-29,,,,REP. PRAYA,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11401106
Land Mobile (private),Standard,"JL. BUKIT BAKAN,LOMBOK TENGAH,KOPANG,NUSA TENGGARA BARAT,DARMAJI",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",37432042025,3714494,Granted,,351.25,,16,45.9794,02962851-000SU/2620252030,5,BS LINK BAKAN (19),JL. BUKIT BAKAN,-8.67888889,116.3544444,5-May-25,4-May-30,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL BUKIT BAKAN, DARMAJI, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",35132032021,1109360,Granted,,351.175,356.175,16,45.9794,02450250-000SU/2620212026,9,10. BS. LINK BAKAN-KINTAMANI (19),"JL BUKIT BAKAN, DARMAJI",-8.67888889,116.3547222,11-May-21,10-May-26,,,,01. REP. KINTAMANI UHF 1 (19),LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,12849153
Land Mobile (private),Standard,"JL YOS SUDARSO NO.2, LOMBOK TENGAH, PRAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",39239052019,709759,Granted,,351.15,356.15,16,45.9794,02110847-000SU/2620192024,2,BS. KANTOR PELAYANAN,JL YOS SUDARSO NO.2,-8.70797222,116.2721778,29-May-19,28-May-29,,,,REP. MATARAM,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11284995
Land Mobile (private),Standard,"JL RAYA SENGKOL KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",37618102021,1185257,Granted,,350.25,355.25,16,45.9794,02492471-000SU/2620212026,5,BS. 05 GI KUTA (19),JL RAYA SENGKOL KUTA,-8.88928611,116.3061306,19-Oct-21,18-Oct-26,,,,REP. SISTEM GARDU INDUK (19),LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,13204671
Broadcast,FM,"2,5 KILOMETER DARI LOKASI ANTENA PEMANCAR",NUSA TENGGARA BARAT,LOMBOK TENGAH,113014,PERKUMPULAN RADIO KOMUNITAS TALENTA FM,11897042018,602390,Granted,,107.7,,300,44.77121,02030456-000SU/2020182023,1,TALENTA FM,"DUSUN TIMUK RURUNG, KEL. BAREJULAT",-8.66194444,116.2501667,2-May-18,1-May-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,104683,"RADIO GEMA SUARA LOMBOK SATU, PT.",10452082023,2645987,Granted,,102.2,,300,63.1619,02749991-000SU/2020232028,1,RADIO LOMBOK 102.2 FM,"JALAN ANYELIR NO. 36 A, KELURAHAN PRAPEN, KECAMATAM PRAYA LOMBOK TENGAH",-8.71141389,116.2703,8-Sep-23,6-Sep-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,9352,"RADIO PUTRIMANDALIKA BUANA SWARA, PT",12216112021,1199181,Granted,,88,,300,64.2918,02499724-000SU/2020212026,1,MANDALIKA LOMBOK 88.0 FM,GEDUNG PERTOKOAN PRAYA JL . JENDERAL SUDIRMAN LT. 2 NO. 17,-8.71277778,116.2713889,11-Nov-21,10-Nov-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Land Mobile (private),Standard,"""JL. TANAK AWU, DS. TANAK AWU, PRAYA, LOMBOK TENGAH, NUSA TENGGARA BARAT"",LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,KETARA",NUSA TENGGARA BARAT,LOMBOK TENGAH,4546,"PERTAMINA, PT. (PERSERO)",30037102024,3570820/1,Granted,,173.8,168.9,16,46.37751,02930513-000SU/2620242029,3,REP. AVIATION FUEL TERMINAL BIL,"""JL. TANAK AWU, DS. TANAK AWU, PRAYA, LOMBOK TENGAH, NUSA TENGGARA BARAT""",-8.77027778,116.2716667,20-Nov-24,29-Oct-29,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"REMBITAN, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,101151,BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS),36359072022,1363365,Granted,,167.9,162.8,16,52.0206,02584376-000SU/2620222027,3,REP. LOMBOK 1-KUTA,REMBITAN,-8.85386111,116.28675,27-Jul-22,26-Jul-27,,,,BS. LOMBOK 1-KUTA,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JALAN BUKIT BAKAN  DESA JANAPRIA KECAMATAN JANAPRIA KABUPATEN LOMBOK TENGAH,LOMBOK TENGAH,KOPANG,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,104669,SATUAN POLISI PAMONG PRAJA PEMERINTAH KABUPATEN LOMBOK TENGAH,37645122023,2996981,Granted,,152.8,157.8,16,48.0206,02803091-000SU/2620232028,1,REP SATUAN POLISI PAMONG PRAJA KABUPATEN LOMBOK TENGAH,JALAN BUKIT BAKAN  DESA JANAPRIA KECAMATAN JANAPRIA KABUPATEN LOMBOK TENGAH,-8.66833333,116.3488889,22-Dec-23,20-Dec-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (public),Trunking,"ARKING CROWD CONTROL, SECURITY T1-T2) LOT WG-4, KAWASAN EKONOMI KHUSUS MANDALIKA, KUTA, PUJUT LOMBOK TENGAH, NUSA TENGGARA BARAT ,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,32781,"NAWAKARA BANGUN NUSANTARA, PT.",1.01438E+13,3848078,Granted,,425.15,,12.5,53.0206,03017751-000SU/2620252026,1,REP. MANDALIKA OSAKA,"ARKING CROWD CONTROL, SECURITY T1-T2) LOT WG-4, KAWASAN EKONOMI KHUSUS MANDALIKA, KUTA, PUJUT LOMBOK TENGAH, NUSA TENGGARA BARAT",-8.89467778,116.3040917,19-Sep-25,19-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (public),Trunking,"JL. BANDARA INT. LOMBOK, TANAK AWU, KEC. PRAYA BAR., KABUPATEN LOMBOK TENGAH, NUSA TENGGARA BAR. 83572, INDONESIA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,PRABU",NUSA TENGGARA BARAT,LOMBOK TENGAH,101177,"DAKSINA ARGA PERKASA, PT.",1.01439E+13,3891974,Granted,,411.675,,12.5,54.0206,03037319-000SU/2620252030,1,REP JATIMBALINUS LOMBOK-BIL,"JL. BANDARA INT. LOMBOK, TANAK AWU, KEC. PRAYA BAR., KABUPATEN LOMBOK TENGAH, NUSA TENGGARA BAR. 83572, INDONESIA",-8.76684167,116.2789833,13-Nov-25,12-Nov-30,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Trunking,"JL. RAYA PARIWISATA, KEL. KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,118780,"MGPA NUSANTARA JAYA, PT.",35253102025,3860848,Granted,,429.0125,,12.5,48.0206,03030727-000SU/2620252026,1,REP. DORNA RACE CONTROL 05,"JL. RAYA PARIWISATA, KEL. KUTA",-8.89557222,116.3057056,24-Oct-25,25-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Trunking,"JL. RAYA PARIWISATA, KEL. KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,118780,"MGPA NUSANTARA JAYA, PT.",35238102025,3860690,Granted,,428.325,,12.5,48.0206,03030728-000SU/2620252026,1,REP. DORNA RACE CONTROL 01,"JL. RAYA PARIWISATA, KEL. KUTA",-8.89557222,116.3057056,24-Oct-25,25-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Trunking,"JL. RAYA PARIWISATA, KEL. KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,118780,"MGPA NUSANTARA JAYA, PT.",35250102025,3860829,Granted,,428.1,,12.5,48.0206,03030726-000SU/2620252026,1,REP. DORNA RACE CONTROL 04,"JL. RAYA PARIWISATA, KEL. KUTA",-8.89557222,116.3057056,24-Oct-25,25-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Trunking,"JL. RAYA PARIWISATA, KEL. KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,118780,"MGPA NUSANTARA JAYA, PT.",35247102025,3860812,Granted,,427.3125,,12.5,48.0206,03030732-000SU/2620252026,1,REP. DORNA RACE CONTROL 03,"JL. RAYA PARIWISATA, KEL. KUTA",-8.89557222,116.3057056,24-Oct-25,25-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Trunking,"JL. RAYA PARIWISATA, KEL. KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,TANAK AWU",NUSA TENGGARA BARAT,LOMBOK TENGAH,118780,"MGPA NUSANTARA JAYA, PT.",35242102025,3860717,Granted,,426.8625,,12.5,48.0206,03030721-000SU/2620252026,1,REP. DORNA RACE CONTROL 02,"JL. RAYA PARIWISATA, KEL. KUTA",-8.89557222,116.3057056,24-Oct-25,25-Sep-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL BUKIT BAKAN, LOMBOK TENGAH, JANAPRIA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,103494,"PLN (PERSERO), PT.",35078082019,742292,Granted,,356.55,351.55,16,48.0206,02136494-000SU/2620192024,8,REP. PRAYA,JL BUKIT BAKAN,-8.67885,116.3546139,28-Aug-19,27-Aug-29,,,,BS. UP3B MATARAM,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"BUKIT BATIK BANTAR, DESA KUTA,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,115764,"PENGEMBANGAN PARIWISATA INDONESIA (PERSERO), PT.",38619072023,2338602,Granted,,355.35,350.35,25,48.0206,02724372-000SU/2620232028,1,REP. ITDC,"BUKIT BATIK BANTAR, DESA KUTA",-8.90327778,116.3125,12-Jul-23,10-Jul-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,
Land Mobile (private),Standard,"JL LOT BS-2 KAWASAN EKONOMI KHUSUS MANDALIKA DESA KUTA KEC PUJUT LOMBOK TENGAH NTB, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,119240,"MERESE MANDALIKA NUSANTARA, PT.",35580012022,1267446,Granted,,355.2,350.2,25,48.0206,02542739-000SU/2620222027,1,REP. PT MERESE MANDALIKA NUSANTARA,JL LOT BS-2 KAWASAN EKONOMI KHUSUS MANDALIKA DESA KUTA KEC PUJUT LOMBOK TENGAH NTB,-8.89564722,116.2957944,25-Feb-22,24-Feb-27,,,,HT. 01-40 BERGERAK SEKITAR KEC PUJUT NTB,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,13594290
Land Mobile (private),Standard,"JL. BY PASS TANAK AWU - PRAYA LOMBOK,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,KETARA",NUSA TENGGARA BARAT,LOMBOK TENGAH,108554,"ANGKASA PURA INDONESIA, PT.",35736072024,3454173,Granted,,432.05,431.05,16,48.0206,02907419-000SU/2620242029,6,REP.API-LOP,JL. BY PASS TANAK AWU - PRAYA LOMBOK,-8.76277778,116.275,23-Aug-24,22-Aug-29,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,6. Komrad UHF (430 – 460 MHz),UHF,
Land Mobile (private),Standard,"JL. BY PASS BANDARA INTERNASIONAL LOMBOK, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,112757,"ANGKASA PURA, PT.",38508022018,568953,Granted,,434.65,430.65,16,55.0206,02018859-000SU/2620182023,4,REPEATER OPERASIONAL ANGKASA PURA LOMBOK,JL. BY PASS BANDARA INTERNASIONAL LOMBOK,-8.75805556,116.2763889,20-Mar-18,19-Mar-28,,,,BASE STASIUN ANGKASA PURA OFFICE,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,6. Komrad UHF (430 – 460 MHz),UHF,
Land Mobile (private),Standard,"JL. DUSUN TAMPAH, MEKARSARI PRAYA BARAT, LOMBOK TENGAH, PRAYA BARAT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,119783,"TAMPAH ESTATE MANAGEMENT, PT.",32359052022,1324214,Granted,,158.15,153.1,12.5,48.33468,02558318-000SU/2620222027,1,REP. TAMPAH HILL LOMBOK,"JL. DUSUN TAMPAH, MEKARSARI PRAYA BARAT",-8.89333333,116.2058333,25-May-22,25-May-27,,,,HT. 1-40 BERGERAK SEK. KEC. PRAYA BARAT,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,13827295
Aeronautical,Ground-To-Air,"BANDARA INTERNASIONAL LOMBOK, GEDUNG AIR TRAFFIC SERVICES, JL. BYPASS BIL, KEL. TANAK AWU,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,112440,PERUM LPPNPI CABANG LOMBOK,179072023,456/DU/SDPPI/2023,Granted,,118.55,,0,44.8397,,1,VHF Primary ADC,"BANDARA INTERNASIONAL LOMBOK, GEDUNG AIR TRAFFIC SERVICES, JL. BYPASS BIL, KEL. TANAK AWU",-8.75722222,116.2766667,18-Jul-23,17-Jul-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,2. Penerbangan VHF (108 – 137 MHz),VHF,
Land Mobile (private),Standard,"JALAN STREET CIRCUIT KELURAHAN KUTA, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,119134,RUMAH SAKIT UMUM DAERAH PROVINSI NTB,35712022022,1247485,Granted,,430.25,434.25,16,48.9897,02531001-000SU/2620222027,1,REP. RSUDP NTB PERTAMINA MANDALIKA STREET CIRCUIT,JALAN STREET CIRCUIT KELURAHAN KUTA,-8.89497222,116.3059167,3-Feb-22,2-Feb-27,,,,HT. 01 - 40 BERGERAK DISEKITAR KELURAHAN KUTA,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,6. Komrad UHF (430 – 460 MHz),UHF,13511242
Land Mobile (private),Standard,"LOT BS 2 KAWASAN EKONOMI KHUSUS MANDALIKA DESA KUTA KEC PUJUT KAB LOMBOK TENGAH NTT, LOMBOK TENGAH, PUJUT, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TENGAH,119240,"MERESE MANDALIKA NUSANTARA, PT.",37034122022,1732966,Granted,,355.425,350.425,25,48.9897,02628938-000SU/2620222027,1,REP. PT MERESE MANDALIKA 2,LOT BS 2 KAWASAN EKONOMI KHUSUS MANDALIKA DESA KUTA KEC PUJUT KAB LOMBOK TENGAH NTT,-8.89564722,116.2957944,8-Dec-22,7-Dec-27,,,,HT. 01-40 BERGERAK SEKITAR KEC PUJUT,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,14385571
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,110091,"RADIO EXPRESI BAHANA TASTURA, PT.",13517042022,1296943,Granted,,89.6,,300,62.8516,02551856-000SU/2020222027,1,XBT FM,"JL. BUNUT TELU TELAGAWARU, KEL. JAGO",-8.68370833,116.2895167,6-Apr-22,5-Apr-27,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,DVB-T,NUSA TENGGARA BARAT - 1,NUSA TENGGARA BARAT,LOMBOK TENGAH,2073,LEMBAGA PENYIARAN PUBLIK TELEVISI REPUBLIK INDONESIA,17232112022,1730981,Granted,,538,,8000,77.4794,02648453-000SU/2020222027,1,TVRI SEGANTENG,"JL. PARIWISATA, DESA AIK BUKAK",-8.58758056,116.3470778,21-Dec-22,20-Dec-27,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"8. Televisi UHF, IMT (478 – 806 MHz)",UHF,
Broadcast,DVB-T,NUSA TENGGARA BARAT - 1,NUSA TENGGARA BARAT,LOMBOK TENGAH,30081,"MEDIA TELEVISI INDONESIA, PT.",12256112021,1200566,Granted,,586,,8000,68.1907,02500250-000SU/2020212026,1,NTB-1_METRO_TV_2,JALAN KUTA LOMBOK,-8.85661111,116.2901111,15-Nov-21,14-Nov-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"8. Televisi UHF, IMT (478 – 806 MHz)",UHF,
Broadcast,DVB-T,NUSA TENGGARA BARAT - 1,NUSA TENGGARA BARAT,LOMBOK TENGAH,1778,"SURYA CITRA TELEVISI, PT.",12928032022,1272966,Granted,,610,,8000,71.6,02544278-000SU/2020222027,1,MUX SCTV LOMBOK TENGAH,"DUSUN RUNGKANG, DESA JANGO",-8.69711944,116.4134194,9-Mar-22,8-Mar-27,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"8. Televisi UHF, IMT (478 – 806 MHz)",UHF,
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,109818,"RADIO SUARA YATOFA, PT.",11005052016,369066,Granted,,103,,300,71.86,01872583-000SU/2020162021,1,YATOFA,"JL. RAYA PRAYA - MANTANG KM.7, DESA MONTONG TEREP",-8.68370833,116.2895167,27-May-16,26-May-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,110137,"RADIO MITRA TARA PERSADA FM, PT.",11114082016,381761,Granted,,95.5,,300,65.861,01889876-000SU/2020162021,1,TARA FM,"JL. RAYA PUYUNG NO.11, KEL. PUYUNG",-8.66883056,116.21865,23-Aug-16,22-Aug-26,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,PRAYA,NUSA TENGGARA BARAT,LOMBOK TENGAH,114169,"RADIO RIZKI BAROKAH, PT.",13584112018,662094,Granted,,88.8,,300,66.5102,02066779-000SU/2020182023,1,BAROKAH FM,Jalan Raya Puyung No:11 Waker,-8.68934722,116.2459139,5-Dec-18,4-Dec-28,,,,,LOMBOK TENGAH,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Broadcast,FM,SELONG,NUSA TENGGARA BARAT,LOMBOK TIMUR,104988,"RADIO BIO PERDANA JAYA, PT.",17454032020,872540,Granted,,104.6,,300,64,02257380-000SU/2020202025,1,RADIO DEWI ANJANI,"JLN. RAYA MATARAM - LABUHAN LOMBOK, KOMPLEK YAYASAN PENDIDIKAN PONDOK PESANTREN SYAIKH
ZAINUDDIN NW ANJANI, Kel. Anjani, Kec. Suralaga, Kab. Lombok Timur, Prop. Nusa Tenggara Barat",-8.59591667,116.501,20-Mar-20,19-Mar-30,,,,,LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"1. Radio FM, DRM  (87 – 108 MHz)",VHF,
Maritime,Coast Station,"PELABUHAN PENYEBERANGAN KAYANGAN, JL. PELABUHAN KAYANGAN,LOMBOK TIMUR,PRINGGABAYA,NUSA TENGGARA BARAT,LABUHAN LOMBOK",NUSA TENGGARA BARAT,LOMBOK TIMUR,124996,BALAI PENGELOLA TRANSPORTASI DARAT KELAS II PROVINSI NUSA TENGGARA BARAT,221727,907/P/DJID/2025,Granted,,156.5,,25,43.9794,,1,SROP BPTD KAYANGAN,"PELABUHAN PENYEBERANGAN KAYANGAN, JL. PELABUHAN KAYANGAN",-8.48587222,116.6744056,2-May-25,1-May-30,,,,,LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"JL PAOKMOTONG-KOTARAJA, MASBAGIK, LOMBOK TIMUR, NUSA TENGGARA BARAT, LOMBOK TIMUR, MASBAGIK, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TIMUR,103494,"PLN (PERSERO), PT.",39125122020,1037533,Granted,,166.3,166.3,16,45.9794,02401900-000SU/2620202025,4,BS. 04 PLTD SEWA PAOKMOTONG (19),"JL PAOKMOTONG-KOTARAJA, MASBAGIK, LOMBOK TIMUR, NUSA TENGGARA BARAT",-8.62713889,116.4621389,11-Dec-20,10-Dec-30,,,,BS. 01 LINK KIT BAKAN (19),LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,12513068
Land Mobile (private),Standard,"JL. RAYA PELABUHAN KAYANGAN, LOMBOK TIMUR, PRINGGABAYA, NUSA TENGGARA BARAT, LOMBOK TIMUR, PRINGGABAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TIMUR,508,"DHARMA LAUTAN UTAMA, PT.",37546102021,1212055,Granted,,157.5,157.5,16,45.9794,02507803-000SU/2620212026,1,BS.BASE 1,"JL. RAYA PELABUHAN KAYANGAN, LOMBOK TIMUR, PRINGGABAYA, NUSA TENGGARA BARAT",-8.50341667,116.6625,8-Dec-21,7-Dec-26,,,,HT. 01-05 SEKITAR PELABUHAN KAYANGAN,LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,13350513
Land Mobile (private),Standard,"JL. RAYA SAMBELIA, DS. LABUHAN LOMBOK, LOMBOK TIMUR, PRINGGABAYA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TIMUR,101151,BADAN NASIONAL PENCARIAN DAN PERTOLONGAN (BASARNAS),38727072020,939125,Granted,,154.225,159.225,16,45.9794,02319556-000SU/2620202025,2,BS. POS SAR KAYANGAN,"JL. RAYA SAMBELIA, DS. LABUHAN LOMBOK",-8.46652222,116.6813389,15-Aug-20,14-Aug-30,,,,REP. KATEJER,LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,12129635
Land Mobile (private),Standard,"JL TGKH ZAENUDDIN ABDUL MAJID NO.160, SELONG, LOMBOK TIMUR, NUSA TENGGARA BARAT, LOMBOK TIMUR, SELONG, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TIMUR,103494,"PLN (PERSERO), PT.",39123122020,1037986,Granted,,150.1,150.1,16,45.9794,02402223-000SU/2620202025,1,BS. 01 LINK KIT SELONG (19),"JL TGKH ZAENUDDIN ABDUL MAJID NO.160, SELONG, LOMBOK TIMUR, NUSA TENGGARA BARAT",-8.64794444,116.5324722,14-Dec-20,13-Dec-35,,,,BS. 04 PLTS PRINGGABAYA (19),LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"3. Komrat VHF, Instansi Pemerintah/Badan Usaha Keperluan Publik, Maritim VHF (137 - 174 MHz)",VHF,
Land Mobile (private),Standard,"BUKIT TIMBENUH, LOMBOK TIMUR, PRINGGASELA, NUSA TENGGARA BARAT",NUSA TENGGARA BARAT,LOMBOK TIMUR,103494,"PLN (PERSERO), PT.",36160122019,837762,Granted,,359.35,364.35,16,45.9794,02230693-000SU/2620202024,1,BS. TIMBENUH 1,BUKIT TIMBENUH,-8.52311111,116.4580556,1-Jan-20,31-Dec-29,,,,REP. TAMBORA_2,LOMBOK TIMUR,Balai Monitor SFR Kelas II Mataram,"5. Tetap, Bergerak, Marabahaya (300 – 430 MHz)",UHF,11708237
